year,state,clone,LxW
2020,OR,co10085-1ru,1.52
2020,OR,co10087-4ru,1.76
2020,OR,co10091-1ru,1.46
2020,OR,co11009-3ru,1.68
2020,OR,coa11013-2,1.91
2020,OR,or12133-10,1.68
2020,OR,por12nck50-1,1.68
2020,OR,ranger russet,2.02
2020,OR,ranger russet,2.02
2020,OR,russet burbank,1.93
2020,OR,russet burbank,1.93
2005,WA,a92030-5,1.44
2005,WA,a92294-6,1.48
2005,WA,a93157-6ls,1.38
2005,WA,a95109-1,1.5
2005,WA,a95409-1,1.49
2005,WA,a96023-6,1.88
2005,WA,a96095-3,1.63
2005,WA,a96104-2,1.49
2005,WA,a96108-12,1.73
2005,WA,a97142-3,1.62
2005,WA,a97229-1,1.53
2005,WA,a97287-6,1.59
2005,WA,a98104-4,1.52
2005,WA,ao96141-3,1.85
2005,WA,ao96160-3,1.62
2005,WA,ao96164-1,1.68
2005,WA,ao98133-2,1.74
2005,WA,aoa95154-1,1.57
2005,WA,aoa95155-7,1.48
2005,WA,atx91137-1ru,1.67
2005,WA,co94035-15ru,1.41
2005,WA,co95086-8ru,1.64
2005,WA,co95172-3ru,1.61
2005,WA,mwtx2609-2ru,1.64
2005,WA,pa97b3-2,1.46
2005,WA,ranger russet,1.68
2005,WA,ranger russet,1.82
2005,WA,russet burbank,1.57
2005,WA,russet burbank,1.65
2005,WA,txa549-1ru,1.5
2006,WA,a0008-1te,1.84
2006,WA,a95074-6,1.78
2006,WA,a95109-1,1.69
2006,WA,a95409-1,1.65
2006,WA,a96104-2,1.55
2006,WA,a97066-42lb,1.53
2006,WA,a97287-6,1.58
2006,WA,a99006-2te,1.7
2006,WA,a99040-1te,2.04
2006,WA,ac96052-1ru,1.56
2006,WA,ao96141-3,2.38
2006,WA,ao96160-3,1.67
2006,WA,ao96164-1,1.69
2006,WA,aoa95154-1,1.47
2006,WA,aoa95155-7,1.63
2006,WA,aotx95265-2aru,1.79
2006,WA,aotx95265-4ru,1.73
2006,WA,co94035-15ru,1.59
2006,WA,mwtx2609-4ru,1.66
2006,WA,pa00n10-5,1.41
2006,WA,pa98nm2-3,1.48
2006,WA,pa98nm30-11,2.01
2006,WA,pa99n2-1,1.41
2006,WA,pa99n46-1,1.41
2006,WA,pa99n82-4,1.38
2006,WA,ranger russet,1.77
2006,WA,ranger russet,1.79
2006,WA,russet burbank,1.93
2006,WA,russet burbank,1.98
2006,WA,txa549-1ru,1.59
2007,WA,a0008-1te,1.7
2007,WA,a95409-1,1.63
2007,WA,a96104-2,1.53
2007,WA,a96814-65lb,1.49
2007,WA,a97066-42lb,1.49
2007,WA,a97287-6,1.55
2007,WA,a98345-1,1.39
2007,WA,a99073-1,1.48
2007,WA,ac96052-1ru,1.45
2007,WA,ao96141-3,2.11
2007,WA,ao96164-1,1.74
2007,WA,ao96305-3,1.89
2007,WA,ao96365-2,1.51
2007,WA,aoa95154-1,1.59
2007,WA,aoa95155-7,1.49
2007,WA,aotx95265-3ru,1.83
2007,WA,co97087-2ru,1.71
2007,WA,pa00n14-2,2.03
2007,WA,pa00n15-2,1.74
2007,WA,pa98nm38-1,1.6
2007,WA,pa98nm39-1,1.49
2007,WA,pa99n12-1,1.49
2007,WA,pa99n2-1,1.38
2007,WA,pa99n82-4,1.26
2007,WA,ranger russet,1.66
2007,WA,ranger russet,1.79
2007,WA,russet burbank,1.84
2007,WA,russet burbank,1.8
2007,WA,txa549-1ru,1.55
2008,WA,a0008-1te,1.68
2008,WA,a00324-1,1.6
2008,WA,a00646-4,1.49
2008,WA,a96814-65lb,1.45
2008,WA,a97066-42lb,1.51
2008,WA,a98345-1,1.42
2008,WA,ac96052-1ru,1.54
2008,WA,ao00057-2,1.37
2008,WA,ao96141-3,1.95
2008,WA,ao96305-3,1.82
2008,WA,ao96365-2,1.47
2008,WA,ao98282-5,1.55
2008,WA,aotx95265-4ru,1.8
2008,WA,co97087-2ru,1.47
2008,WA,co98067-7ru,1.52
2008,WA,co98368-2ru,1.63
2008,WA,pa00n14-2,1.82
2008,WA,pa00n32-4,1.73
2008,WA,pa98nm25-5,1.61
2008,WA,pa99n2-1,1.22
2008,WA,pa99n82-4,1.2
2008,WA,ranger russet,1.82
2008,WA,ranger russet,1.76
2008,WA,russet burbank,1.71
2008,WA,russet burbank,1.71
2009,WA,a0008-1te,1.75
2009,WA,a96814-65lb,1.42
2009,WA,a97066-42lb,1.45
2009,WA,a98345-1,1.38
2009,WA,ac99375-1ru,1.61
2009,WA,ao96305-3,1.77
2009,WA,ao96365-2,1.41
2009,WA,co97087-2ru,1.52
2009,WA,co98067-7ru,1.47
2009,WA,co99053-3ru,1.67
2009,WA,co99053-4ru,1.78
2009,WA,co99100-1ru,1.58
2009,WA,pa00n14-2,1.92
2009,WA,pa99n2-1,1.34
2009,WA,pa99n82-4,1.26
2009,WA,ranger russet,1.62
2009,WA,russet burbank,1.77
2010,WA,a0008-1te,1.69
2010,WA,a00324-1,1.55
2010,WA,a01010-1,1.56
2010,WA,a01025-4,1.62
2010,WA,a01124-3,1.59
2010,WA,a02060-3te,1.44
2010,WA,a02062-1te,2.04
2010,WA,a97066-42lb,1.52
2010,WA,a98134-2,1.44
2010,WA,a98345-1,1.34
2010,WA,ac99375-1ru,1.41
2010,WA,ao00057-2,1.61
2010,WA,ao01114-4,1.52
2010,WA,ao02060-3,1.46
2010,WA,ao02183-2,1.58
2010,WA,ao96305-3,1.94
2010,WA,co98067-7ru,1.55
2010,WA,co99053-3ru,1.64
2010,WA,co99053-4ru,1.79
2010,WA,co99100-1ru,1.56
2010,WA,pa00n14-2,1.85
2010,WA,pa03nm5-1,1.52
2010,WA,pa99n2-1,1.35
2010,WA,pa99n82-4,1.17
2010,WA,ranger russet,1.62
2010,WA,ranger russet,1.5
2010,WA,russet burbank,1.78
2010,WA,russet burbank,1.63
2011,WA,a00324-1,1.5
2011,WA,a01010-1,1.67
2011,WA,a01025-4,1.69
2011,WA,a02060-3te,1.51
2011,WA,a02062-1te,2.09
2011,WA,a02138-2,1.25
2011,WA,a02144-2,1.51
2011,WA,a02507-2lb,1.43
2011,WA,a03131-4te,1.39
2011,WA,a03158-2te,1.45
2011,WA,a98196-5,1.53
2011,WA,a98345-1,1.38
2011,WA,a99029-3e,1.44
2011,WA,ac99375-1ru,1.6
2011,WA,ao00057-2,1.48
2011,WA,ao01114-4,1.59
2011,WA,ao02060-3,1.53
2011,WA,ao02138-2,1.73
2011,WA,ao96305-3,1.72
2011,WA,co995053-3ru,1.58
2011,WA,or05039-4,1.92
2011,WA,pa00n14-2,2.03
2011,WA,ranger russet,1.85
2011,WA,ranger russet,1.85
2011,WA,russet burbank,1.82
2011,WA,russet burbank,1.82
2012,WA,a0012-5,1.51
2012,WA,a0073-2,1.56
2012,WA,a01010-1,1.7
2012,WA,a01325-1,1.51
2012,WA,a02138-2,1.45
2012,WA,a02144-2,1.59
2012,WA,a02424-83lb,1.71
2012,WA,a02507-2lb,1.49
2012,WA,a03082-4,1.59
2012,WA,a03158-2te,1.56
2012,WA,a03921-2,1.66
2012,WA,a05013-29,2.05
2012,WA,a05015-5te,1.42
2012,WA,a05052-3te,1.53
2012,WA,a06003-3te,1.68
2012,WA,a06015-13te,1.74
2012,WA,a06084-1te,1.91
2012,WA,ac00395-2ru,1.55
2012,WA,ao00057-2,1.52
2012,WA,ao01114-4,1.59
2012,WA,ao02060-3,1.68
2012,WA,ao02183-2,1.55
2012,WA,ao03123-2,1.78
2012,WA,ao96305-3,1.81
2012,WA,co03202-1ru,1.93
2012,WA,or05039-4,1.73
2012,WA,pa00n14-2,1.94
2012,WA,por06v12-3,1.75
2012,WA,ranger russet,1.69
2012,WA,ranger russet,1.69
2012,WA,russet burbank,1.78
2012,WA,russet burbank,1.78
2013,WA,a0012-5,1.45
2013,WA,a0073-2,1.75
2013,WA,a02138-2,1.38
2013,WA,a02424-83lb,1.67
2013,WA,a02507-2lb,1.41
2013,WA,a03141-6,1.8
2013,WA,a03158-2te,1.47
2013,WA,a03921-2,1.74
2013,WA,a05052-3te,1.62
2013,WA,a05084-11,1.39
2013,WA,a06003-3te,1.71
2013,WA,a06021-1t,1.77
2013,WA,a06029-4t,1.29
2013,WA,a06084-1te,1.86
2013,WA,a07001-7te,1.95
2013,WA,ao01114-4,1.63
2013,WA,ao02060-3,1.7
2013,WA,ao03123-2,2.04
2013,WA,aor06070-1kf,1.64
2013,WA,or05039-4,1.88
2013,WA,por06v12-3,1.76
2013,WA,ranger russet,2.12
2013,WA,ranger russet,2.12
2013,WA,russet burbank,1.91
2013,WA,russet burbank,1.91
2014,WA,a0073-2,1.68
2014,WA,a02424-83lb,1.81
2014,WA,a02507-2lb,1.41
2014,WA,a03141-6,1.47
2014,WA,a03158-2te,1.56
2014,WA,a03921-2,1.55
2014,WA,a06014-14te,1.52
2014,WA,a06020-8,1.7
2014,WA,a06021-1t,1.68
2014,WA,a06084-1te,1.78
2014,WA,a06096-2,1.71
2014,WA,a06408-99lb,1.31
2014,WA,a06862-18vr,1.37
2014,WA,a06914-3cr,1.43
2014,WA,a07008-4t,1.86
2014,WA,a07103-1t,1.41
2014,WA,a08014-11te,1.67
2014,WA,a08014-9te,1.41
2014,WA,ao01114-4,1.7
2014,WA,ao02060-3,1.8
2014,WA,ao03123-2,1.9
2014,WA,ao06191-1,1.63
2014,WA,aor06070-1kf,1.6
2014,WA,co05068-1ru,1.43
2014,WA,co05175-1ru,1.67
2014,WA,coa05149-2,1.49
2014,WA,or05039-4,1.84
2014,WA,or08014-4,1.52
2014,WA,por06v12-3,1.64
2014,WA,ranger russet,1.89
2014,WA,ranger russet,1.89
2014,WA,russet burbank,1.9
2014,WA,russet burbank,1.9
2015,WA,a02449-100,1.63
2015,WA,a03141-6,1.64
2015,WA,a03921-2,1.66
2015,WA,a06021-1t,1.72
2015,WA,a06030-23,1.6
2015,WA,a06084-1te,1.8
2015,WA,a061070-3csr,1.41
2015,WA,a061071-3csr,1.44
2015,WA,a06862-14vr,1.72
2015,WA,a06862-18vr,1.33
2015,WA,a06914-3cr,1.49
2015,WA,a07008-4t,1.79
2015,WA,a08009-2te,1.78
2015,WA,a08433-4vr,1.57
2015,WA,a09001-12te,1.36
2015,WA,a09001-14te,1.25
2015,WA,ac05039-2ru,1.83
2015,WA,ao03123-2,1.84
2015,WA,ao06191-1,1.46
2015,WA,aor06070-1kf,1.82
2015,WA,co05068-1ru,1.56
2015,WA,co05175-1ru,1.8
2015,WA,cotx09022-3rure/y,1.22
2015,WA,cotx09052-2ru,1.71
2015,WA,or05039-4,1.86
2015,WA,por06v12-3,1.64
2015,WA,ranger russet,2.19
2015,WA,ranger russet,2.07
2015,WA,russet burbank,2.12
2015,WA,russet burbank,2.03
2015,WA,tx08352-5ru,1.62
2016,WA,a03141-6,1.52
2016,WA,a03921-2,1.54
2016,WA,a06021-1t,1.66
2016,WA,a06030-23,1.56
2016,WA,a061070-3csr,1.37
2016,WA,a06403-12,1.64
2016,WA,a07061-6,1.36
2016,WA,a07088-6,1.41
2016,WA,a071012-4bf,1.54
2016,WA,a08422-2vrsto,1.61
2016,WA,a10210-7te,1.73
2016,WA,a10214-2te,1.46
2016,WA,ao03123-2,1.7
2016,WA,ao06191-1,1.49
2016,WA,aor06070-1kf,1.6
2016,WA,aor06576-1,1.86
2016,WA,aor07781-5,1.65
2016,WA,aor07821-1,1.46
2016,WA,aor08032-1,1.45
2016,WA,co04220-7ru,2.06
2016,WA,co05068-1ru,1.54
2016,WA,ranger russet,1.77
2016,WA,ranger russet,1.72
2016,WA,russet burbank,1.73
2016,WA,russet burbank,1.68
2017,WA,a03141-6,1.57
2017,WA,a06030-23,1.61
2017,WA,a07061-6,1.53
2017,WA,a07098-4,1.57
2017,WA,a071012-4bf,1.55
2017,WA,a07769-4,1.5
2017,WA,a08422-2vrsto,1.57
2017,WA,a08433-4vr,1.6
2017,WA,a08510-1lb,1.44
2017,WA,a10021-5te,1.84
2017,WA,ao03123-2,1.81
2017,WA,ao06191-1,1.49
2017,WA,aor06070-1kf,1.59
2017,WA,aor07781-5,1.62
2017,WA,aor07821-1,1.62
2017,WA,co08065-2ru,1.62
2017,WA,co08155-2ru/y,1.95
2017,WA,por12nck50-1,1.61
2017,WA,ranger russet,1.67
2017,WA,ranger russet,1.64
2017,WA,russet burbank,1.76
2017,WA,russet burbank,1.69
2018,WA,a07061-6,1.45
2018,WA,a07098-4,1.45
2018,WA,a071012-4bf,1.56
2018,WA,a07547-4adg,1.22
2018,WA,a07769-4,1.54
2018,WA,a08433-4vr,1.56
2018,WA,a08510-1lb,1.4
2018,WA,a09022-4,1.64
2018,WA,a10021-5te,1.96
2018,WA,ao02183-2,1.84
2018,WA,ao06191-1,1.76
2018,WA,aor07781-5,1.69
2018,WA,aor07821-1,1.61
2018,WA,aor08540-1,1.7
2018,WA,aor10204-3,1.73
2018,WA,aotx05043-1ru,1.7
2018,WA,co08155-2ru/y,1.87
2018,WA,co09036-2ru,1.73
2018,WA,co09205-2ru,1.85
2018,WA,or12133-10,1.71
2018,WA,por12nck50-1,1.68
2018,WA,ranger russet,1.7
2018,WA,ranger russet,1.72
2018,WA,russet burbank,1.78
2018,WA,russet burbank,1.7
2019,WA,a07061-6,1.77
2019,WA,a071012-4bf,1.58
2019,WA,a07769-4,1.47
2019,WA,a08422-4vrsto,1.73
2019,WA,a08433-4vr,1.72
2019,WA,a09022-4,1.55
2019,WA,a10007-3,1.65
2019,WA,a10021-5te,1.95
2019,WA,a10595-13sto,1.54
2019,WA,a11194-1,1.68
2019,WA,ao02183-2,1.65
2019,WA,aor07781-5,1.66
2019,WA,aor11217-3,1.7
2019,WA,co09205-2ru,1.96
2019,WA,co10087-4ru,1.77
2019,WA,co10091-1ru,1.43
2019,WA,coa11013-2,1.96
2019,WA,or12133-10,1.61
2019,WA,por12nck50-1,1.68
2019,WA,ranger russet,1.8
2019,WA,ranger russet,1.87
2019,WA,russet burbank,1.58
2019,WA,russet burbank,1.8
2020,WA,a071012-4bf,1.64
2020,WA,a07769-4,1.65
2020,WA,a09119-4lb,1.52
2020,WA,a10021-5te,1.91
2020,WA,a10594-4sto,1.68
2020,WA,a11188-1,1.55
2020,WA,a11271-2te,1.52
2020,WA,a12305-2adg,1.7
2020,WA,afa5661-8,1.49
2020,WA,aor08540-1,1.51
2020,WA,aor11217-3,1.69
2020,WA,clearwater russet,1.65
2020,WA,clearwater russet,1.6
2020,WA,co10085-1ru,1.53
2020,WA,co10087-4ru,1.78
2020,WA,co10091-1ru,1.48
2020,WA,co11009-3ru,1.61
2020,WA,coa11013-2,1.87
2020,WA,or12133-10,1.6
2020,WA,por12nck50-1,1.76
2020,WA,ranger russet,1.85
2020,WA,ranger russet,1.7
2020,WA,russet burbank,1.74
2020,WA,russet burbank,1.71
