year,location,block,variety,stand_pct,days_to_heading_julian,height,lodging,yield_bu_a,test_weight,range,row
2016,AB,4,Norwest Tandem,98,149,43,0,155.6606452,62,3,11
2016,AB,4,WA8234,98,148,47,60,163.1548387,62.3,3,12
2016,AB,1,Norwest Duet,95,154,50,65,141.4529032,60.1,4,1
2016,AB,1,Brundage,95,148,45,10,60.73419355,53.6,4,2
2016,AB,1,LOR-913,98,147,42,25,133.9587097,60.9,4,3
2016,AB,1,UI Sparrow,95,155,47,75,111.9445161,55.3,4,4
2016,AB,1,IDN-01-10704A,95,151,47,40,133.0219355,57.8,4,5
2016,AB,1,UI Magic,95,150,42,50,121.7806452,58.9,4,6
2016,AB,1,LCS Biancor,95,152,38,70,146.4490323,60.6,4,7
2016,AB,1,UI-WSU Huffman,90,154,42,70,142.0774194,58.9,4,8
2016,AB,1,IDN06-03303B,95,152,45,75,133.9587097,57.5,4,9
2016,AB,1,IDN06-18102A,90,153,45,80,154.4116129,58.6,4,10
2016,AB,1,OR2110526,95,147,43,55,142.8580645,60.9,4,11
2016,AB,1,UI Palouse,90,148,43,10,120.3754839,57.5,4,12
2016,AB,1,WA8232,95,153,38,100,148.9470968,60.3,5,1
2016,AB,1,BZ6W09-489,95,149,41,50,140.203871,60.1,5,2
2016,AB,1,IDN-02-29001A,98,149,48,50,140.6722581,60.3,5,3
2016,AB,1,WB-528,100,147,42,80,120.5316129,59.2,5,4
2016,AB,1,Jasper,95,152,47,30,148.1664516,58.9,5,5
2016,AB,1,LOR-833,90,148,41,60,159.72,61.5,5,6
2016,AB,1,Bobtail,95,152,43,80,145.8245161,59.5,5,7
2016,AB,1,IDN07-28017B,90,149,47,50,157.3780645,62,5,8
2016,AB,1,UI Castle ,95,151,40,80,141.9212903,61.5,5,9
2016,AB,1,WB1529 ,98,149,44,65,147.5419355,62.9,5,10
2016,AB,1,SY Assure,95,146,40,60,146.4490323,62,5,11
2016,AB,1,LCS Hulk,98,155,40,75,148.0103226,60.6,5,12
2016,AB,1,LCS Artdeco,100,147,41,50,134.1148387,57.5,6,1
2016,AB,1,LCS Drive,98,147,36,5,174.083871,59.8,6,2
2016,AB,1,WB 456,98,147,43,50,136.9251613,61.2,6,3
2016,AB,1,Norwest Tandem,98,154,44,25,138.6425806,59.8,6,4
2016,AB,1,SY  Ovation,98,150,43,70,170.6490323,60.3,6,5
2016,AB,1,Stephens,98,152,47,80,118.5019355,56.1,6,6
2016,AB,1,Madsen,95,156,46,60,107.7290323,58.6,6,7
2016,AB,1,WA8206,98,156,47,80,128.6503226,58.9,6,8
2016,AB,1,WB1783,100,153,44,30,190.6335484,63.2,6,9
2016,AB,1,Bruneau,98,153,38,90,129.7432258,59.2,6,10
2016,AB,1,WA8234,95,149,44,80,152.6941935,61.7,6,11
2016,AB,1,WB1376CLP ,95,149,47,0,132.8658065,62.6,6,12
2016,AB,2,Stephens,95,151,45,75,106.323871,55.5,7,1
2016,AB,2,LOR-913,98,147,41,85,116.7845161,57.5,7,2
2016,AB,2,Brundage,98,146,52,2,53.55225806,53.3,7,3
2016,AB,2,WB1529 ,100,152,42,75,105.2309677,62.3,7,4
2016,AB,2,LCS Hulk,95,152,44,70,155.8167742,59.2,7,5
2016,AB,2,UI-WSU Huffman,90,153,42,70,114.4425806,57.5,7,6
2016,AB,2,IDN07-28017B,95,153,40,70,146.4490323,62.3,7,7
2016,AB,2,WB1783,95,154,45,50,176.1135484,62.9,7,8
2016,AB,2,UI Palouse,95,154,47,55,129.1187097,59.5,7,9
2016,AB,2,LCS Biancor,98,150,40,0,177.0503226,61.7,7,10
2016,AB,2,WB1376CLP ,95,149,50,2,138.6425806,62.6,7,11
2016,AB,2,Bobtail,95,152,43,75,159.876129,60.6,7,12
2016,AB,2,LCS Drive,98,148,37,0,172.0541935,60.1,8,1
2016,AB,2,Norwest Tandem,100,148,44,0,173.9277419,61.7,8,2
2016,AB,2,SY Assure,95,146,41,50,167.3703226,61.5,8,3
2016,AB,2,LCS Artdeco,98,146,42,50,142.2335484,57,8,4
2016,AB,2,Bruneau,95,154,48,80,122.5612903,59.5,8,5
2016,AB,2,UI Sparrow,98,155,47,90,114.9109677,57,8,6
2016,AB,2,SY  Ovation,100,152,39,70,158.6270968,61.2,8,7
2016,AB,2,OR2110526,95,147,39,80,136.4567742,60.3,8,8
2016,AB,2,WB 456,95,147,38,75,132.0851613,62.3,8,9
2016,AB,2,Norwest Duet,95,154,52,80,145.8245161,60.9,8,10
2016,AB,2,IDN-02-29001A,98,150,42,50,157.5341935,62,8,11
2016,AB,2,UI Magic,95,149,45,50,126.1522581,59.5,8,12
2016,AB,2,LOR-833,98,146,46,60,148.3225806,61.2,9,1
2016,AB,2,WA8232,100,152,48,98,158.7832258,61.2,9,2
2016,AB,2,WA8234,98,153,46,95,122.5612903,58.9,9,3
2016,AB,2,IDN-01-10704A,90,154,48,75,125.0593548,56.7,9,4
2016,AB,2,IDN06-18102A,95,154,39,75,131.7729032,57.2,9,5
2016,AB,2,IDN06-03303B,95,153,47,10,150.6645161,59.2,9,6
2016,AB,2,Jasper,95,153,49,85,152.0696774,59.5,9,7
2016,AB,2,Madsen,95,155,42,90,114.5987097,58.9,9,8
2016,AB,2,UI Castle ,95,152,44,85,145.2,61.7,9,9
2016,AB,2,BZ6W09-489,95,153,42,65,152.2258065,62,9,10
2016,AB,2,WA8206,95,155,45,70,138.9548387,60.3,9,11
2016,AB,2,WB-528,98,147,46,35,157.3780645,61.7,9,12
2016,AB,3,Stephens,95,148,43,75,105.0748387,54.1,10,1
2016,AB,3,WA8234,95,146,44,90,146.4490323,60.9,10,2
2016,AB,3,WB1783,95,149,48,0,193.2877419,63.4,10,3
2016,AB,3,WB1529 ,95,147,44,5,154.5677419,62.9,10,4
2016,AB,3,Norwest Duet,95,155,51,85,146.1367742,60.1,10,5
2016,AB,3,UI Castle ,95,151,41,90,138.6425806,59.8,10,6
2016,AB,3,LCS Hulk,95,146,44,10,164.403871,61.7,10,7
2016,AB,3,Bruneau,85,153,44,70,146.4490323,59.5,10,8
2016,AB,3,WB 456,90,147,45,10,148.9470968,60.9,10,9
2016,AB,3,Bobtail,90,151,42,70,154.2554839,59.5,10,10
2016,AB,3,OR2110526,95,147,44,70,124.7470968,60.9,10,11
2016,AB,3,Brundage,95,147,52,65,49.96129032,53,10,12
2016,AB,3,UI Sparrow,95,155,42,90,130.9922581,57.5,11,1
2016,AB,3,Madsen,98,155,45,85,108.1974194,58.6,11,2
2016,AB,3,LCS Drive,90,147,38,0,175.4890323,60.3,11,3
2016,AB,3,IDN07-28017B,95,149,44,80,158.9393548,62.9,11,4
2016,AB,3,LOR-833,98,147,40,75,142.3896774,59.8,11,5
2016,AB,3,IDN-02-29001A,98,150,45,60,161.1251613,58.9,11,6
2016,AB,3,SY Assure,95,146,40,50,156.7535484,62.6,11,7
2016,AB,3,IDN06-03303B,95,150,44,60,124.1225806,57,11,8
2016,AB,3,Jasper,95,151,43,60,151.1329032,61.2,11,9
2016,AB,3,UI-WSU Huffman,90,155,42,70,143.3264516,59.2,11,10
2016,AB,3,IDN-01-10704A,95,152,47,80,143.7948387,60.9,11,11
2016,AB,3,LCS Artdeco,98,147,42,20,149.4154839,58.4,11,12
2016,AB,3,UI Palouse,95,149,43,60,103.0451613,57,12,1
2016,AB,3,LOR-913,95,147,45,80,119.5948387,58.9,12,2
2016,AB,3,UI Magic,95,147,39,65,99.14193548,58.4,12,3
2016,AB,3,Norwest Tandem,95,147,44,60,134.2709677,56.7,12,4
2016,AB,3,WA8206,95,155,46,80,105.2309677,58.4,12,5
2016,AB,3,SY  Ovation,98,146,41,80,158.9393548,59.5,12,6
2016,AB,3,BZ6W09-489,95,146,39,85,116.16,60.9,12,7
2016,AB,3,IDN06-18102A,95,148,40,85,120.0632258,55.8,12,8
2016,AB,3,LCS Biancor,95,148,39,75,133.1780645,58.4,12,9
2016,AB,3,WA8232,95,152,38,90,172.5225806,62.3,12,10
2016,AB,3,WB-528,98,146,42,80,135.8322581,60.3,12,11
2016,AB,3,WB1376CLP ,98,147,46,0,123.9664516,60.3,12,12
2016,RT,1,SY  Ovation,100,145,35,0,100.0428,58.9,1,1
2016,RT,1,LCS Artdeco,100,141,30,0,105.1248,57,1,2
2016,RT,1,WB1783,100,146,35,0,93.3636,60.3,1,3
2016,RT,1,Stephens,100,141,32,0,84.216,58.6,1,4
2016,RT,1,Norwest Duet,100,148,35,0,85.9584,58.1,1,5
2016,RT,1,BZ6W09-489,100,143,34,0,112.8204,59.8,1,6
2016,RT,1,IDN-02-29001A,100,145,35,0,93.7992,60.1,1,7
2016,RT,1,UI Castle ,100,149,39,0,89.0076,57.2,1,8
2016,RT,1,WA8206,100,150,35,0,86.6844,55.5,1,9
2016,RT,1,UI Palouse,100,145,33,0,90.8952,56.7,1,10
2016,RT,1,Madsen,100,149,36,0,87.2652,55.3,1,11
2016,RT,1,LOR-833,100,140,31,0,109.1904,56.4,1,12
2016,RT,1,OR2110526,100,140,34,0,104.6892,57.8,2,1
2016,RT,1,Bruneau,100,148,35,0,86.1036,56.4,2,2
2016,RT,1,UI Sparrow,100,150,38,0,82.3284,55.3,2,3
2016,RT,1,LOR-913,100,141,29,0,93.654,59.2,2,4
2016,RT,1,Bobtail,100,145,27,0,87.9912,55.3,2,5
2016,RT,1,IDN06-03303B,98,144,32,0,105.4152,53,2,6
2016,RT,1,WB1376CLP ,98,141,34,0,89.298,61.2,2,7
2016,RT,1,UI Magic,98,143,33,0,95.2512,58.1,2,8
2016,RT,1,WB 456,100,140,32,0,107.1576,59.5,2,9
2016,RT,1,UI-WSU Huffman,100,149,36,0,92.6376,55.5,2,10
2016,RT,1,Jasper,100,146,37,0,95.5416,54.7,2,11
2016,RT,1,LCS Biancor,100,142,32,0,113.6916,55.3,2,12
2016,RT,1,LCS Drive,100,141,30,0,107.3028,54.1,3,1
2016,RT,1,IDN07-28017B,97,143,31,0,89.1528,59.2,3,2
2016,RT,1,LCS Hulk,100,145,33,0,98.736,58.9,3,3
2016,RT,1,SY Assure,100,137,32,0,95.5416,60.3,3,4
2016,RT,1,IDN06-18102A,100,143,31,0,75.7944,57,3,5
2016,RT,1,Brundage,100,141,30,0,93.7992,57.2,3,6
2016,RT,1,IDN-01-10704A,100,145,32,0,76.0848,57.8,3,7
2016,RT,1,Norwest Tandem,100,142,34,0,88.572,56.7,3,8
2016,RT,1,WB1529 ,100,142,31,0,102.2208,59.5,3,9
2016,RT,1,WB-528,100,141,33,0,104.2536,57.2,3,10
2016,RT,1,WA8234,100,142,35,0,97.284,57.5,3,11
2016,RT,1,WA8232,100,147,35,0,90.3144,55.5,3,12
2016,RT,2,LCS Biancor,98,141,29,0,109.4808,55,4,1
2016,RT,2,WB1529 ,96,141,30,0,109.0452,59.5,4,2
2016,RT,2,Bruneau,100,150,34,0,96.2676,55.8,4,3
2016,RT,2,OR2110526,100,140,32,0,102.8016,57.5,4,4
2016,RT,2,Madsen,100,150,34,0,77.3916,55.5,4,5
2016,RT,2,BZ6W09-489,100,142,34,0,106.5768,55.8,4,6
2016,RT,2,LOR-833,100,141,30,0,93.5088,57.2,4,7
2016,RT,2,LCS Hulk,100,145,32,0,95.9772,57,4,8
2016,RT,2,SY  Ovation,100,144,33,0,100.914,55,4,9
2016,RT,2,Bobtail,98,146,32,0,97.1388,53,4,10
2016,RT,2,IDN06-03303B,100,146,34,0,96.9936,54.4,4,11
2016,RT,2,IDN06-18102A,100,145,34,0,93.654,53.3,4,12
2016,RT,2,WB1783,100,145,38,0,109.0452,60.3,5,1
2016,RT,2,LCS Artdeco,100,141,34,0,109.626,57,5,2
2016,RT,2,IDN07-28017B,100,142,35,0,95.5416,58.9,5,3
2016,RT,2,WA8234,100,143,37,0,103.2372,58.1,5,4
2016,RT,2,WA8206,100,150,34,0,81.7476,56.7,5,5
2016,RT,2,UI Magic,98,142,32,0,103.6728,57.8,5,6
2016,RT,2,Norwest Tandem,100,143,34,0,88.8624,56.7,5,7
2016,RT,2,WB 456,100,140,32,0,83.0544,59.8,5,8
2016,RT,2,Norwest Duet,100,148,38,0,82.9092,55.5,5,9
2016,RT,2,LCS Drive,100,141,32,0,109.3356,54.7,5,10
2016,RT,2,IDN-02-29001A,100,144,34,0,91.3308,58.1,5,11
2016,RT,2,LOR-913,100,141,33,0,103.3824,55.8,5,12
2016,RT,2,WA8232,100,145,37,0,97.7196,56.4,6,1
2016,RT,2,IDN-01-10704A,100,144,35,0,87.12,57,6,2
2016,RT,2,Stephens,100,141,33,0,83.7804,55.5,6,3
2016,RT,2,WB1376CLP ,100,141,34,0,96.4128,60.6,6,4
2016,RT,2,Jasper,100,146,35,0,81.0216,54.1,6,5
2016,RT,2,UI Castle ,100,149,35,0,88.572,55,6,6
2016,RT,2,UI Palouse,100,144,32,0,78.8436,55.5,6,7
2016,RT,2,UI-WSU Huffman,100,148,31,0,73.6164,55.5,6,8
2016,RT,2,UI Sparrow,100,150,35,0,81.0216,55.3,6,9
2016,RT,2,Brundage,100,141,32,0,94.2348,58.4,6,10
2016,RT,2,WB-528,100,139,33,0,93.7992,57.2,6,11
2016,RT,2,SY Assure,100,138,32,0,108.174,55.3,6,12
2016,RT,3,Bruneau,90,148,35,0,82.3284,55.8,7,1
2016,RT,3,Brundage,95,140,30,0,78.6984,59.5,7,2
2016,RT,3,WB1529 ,100,142,32,0,100.6236,59.8,7,3
2016,RT,3,LOR-833,100,140,34,0,90.1692,57.8,7,4
2016,RT,3,Norwest Duet,100,148,35,0,86.8296,56.7,7,5
2016,RT,3,UI Palouse,100,146,35,0,86.6844,55.3,7,6
2016,RT,3,WA8206,100,148,37,0,81.7476,55.8,7,7
2016,RT,3,IDN-02-29001A,100,142,32,0,82.4736,58.9,7,8
2016,RT,3,SY Assure,100,136,32,0,97.284,58.6,7,9
2016,RT,3,IDN06-03303B,100,143,35,0,93.9444,55,7,10
2016,RT,3,WB1783,100,143,33,0,83.1996,59.8,7,11
2016,RT,3,UI Sparrow,100,150,38,0,66.9372,53.8,7,12
2016,RT,3,Bobtail,100,144,35,0,98.8812,52.7,8,1
2016,RT,3,UI Castle ,100,148,36,0,81.8928,57.8,8,2
2016,RT,3,LCS Artdeco,100,140,37,0,97.5744,56.1,8,3
2016,RT,3,Madsen,100,148,30,0,78.2628,57,8,4
2016,RT,3,WB 456,100,140,35,0,89.0076,60.1,8,5
2016,RT,3,Norwest Tandem,100,144,34,0,97.7196,55,8,6
2016,RT,3,WA8234,100,143,34,0,99.0264,57.5,8,7
2016,RT,3,WB-528,100,143,32,0,96.9936,58.4,8,8
2016,RT,3,LCS Drive,100,140,36,0,109.9164,55.8,8,9
2016,RT,3,SY  Ovation,100,144,30,0,96.1224,55.5,8,10
2016,RT,3,WB1376CLP ,100,141,35,0,90.1692,60.6,8,11
2016,RT,3,IDN-01-10704A,97,146,33,0,75.3588,49.9,8,12
2016,RT,3,Jasper,95,146,35,0,82.6188,52.7,9,1
2016,RT,3,LCS Biancor,100,143,28,0,90.75,55.5,9,2
2016,RT,3,WA8232,100,146,33,0,70.1316,57.8,9,3
2016,RT,3,LCS Hulk,100,144,34,0,79.4244,58.6,9,4
2016,RT,3,IDN06-18102A,98,143,35,0,67.518,57.2,9,5
2016,RT,3,UI Magic,98,142,34,0,85.9584,58.1,9,6
2016,RT,3,Stephens,98,141,33,0,82.6188,57,9,7
2016,RT,3,LOR-913,100,140,31,0,82.3284,58.9,9,8
2016,RT,3,IDN07-28017B,98,141,30,0,72.0192,57.2,9,9
2016,RT,3,UI-WSU Huffman,95,142,41,0,74.778,56.1,9,10
2016,RT,3,BZ6W09-489,100,141,35,0,83.1996,58.9,9,11
2016,RT,3,OR2110526,100,140,34,0,85.0872,53.6,9,12
2016,RT,4,IDN-01-10704A,98,144,38,0,80.586,55,10,1
2016,RT,4,LOR-913,100,140,31,0,83.3448,58.1,10,2
2016,RT,4,SY  Ovation,100,143,36,0,87.846,57.2,10,3
2016,RT,4,Bobtail,100,145,33,0,83.3448,54.4,10,4
2016,RT,4,IDN-02-29001A,100,144,33,0,75.7944,58.1,10,5
2016,RT,4,IDN07-28017B,100,143,35,0,86.9748,57.5,10,6
2016,RT,4,Bruneau,100,141,36,0,83.1996,56.7,10,7
2016,RT,4,LCS Artdeco,100,139,34,0,94.6704,56.1,10,8
2016,RT,4,WB1783,100,143,35,0,91.3308,59.5,10,9
2016,RT,4,SY Assure,100,137,34,0,111.3684,59.2,10,10
2016,RT,4,Jasper,98,140,36,0,77.8272,53.3,10,11
2016,RT,4,LCS Hulk,98,146,35,0,93.0732,55,10,12
2016,RT,4,Madsen,100,148,37,0,77.1012,54.7,11,1
2016,RT,4,LCS Drive,100,140,28,0,99.0264,55.8,11,2
2016,RT,4,OR2110526,100,141,34,0,94.2348,56.4,11,3
2016,RT,4,WB1529 ,100,139,32,0,103.9632,60.1,11,4
2016,RT,4,LOR-833,100,142,31,0,78.6984,57.8,11,5
2016,RT,4,WB-528,100,141,35,0,99.8976,57,11,6
2016,RT,4,Norwest Tandem,100,145,30,0,89.4432,55.8,11,7
2016,RT,4,UI Sparrow,100,140,35,0,81.0216,54.7,11,8
2016,RT,4,Brundage,100,141,30,0,89.8788,57.2,11,9
2016,RT,4,UI Magic,100,140,33,0,88.1364,58.6,11,10
2016,RT,4,WA8234,98,140,32,0,85.0872,57,11,11
2016,RT,4,WA8232,100,148,34,0,79.4244,52.4,11,12
2016,RT,4,WB 456,100,139,33,0,86.2488,60.3,12,1
2016,RT,4,IDN06-03303B,100,144,31,0,84.0708,55.8,12,2
2016,RT,4,UI Palouse,100,144,32,0,81.8928,55.5,12,3
2016,RT,4,WB1376CLP ,100,141,32,0,86.1036,60.6,12,4
2016,RT,4,Stephens,100,144,33,0,70.422,57,12,5
2016,RT,4,BZ6W09-489,100,141,31,0,97.4292,57.5,12,6
2016,RT,4,LCS Biancor,100,144,29,0,95.6868,55.3,12,7
2016,RT,4,WA8206,100,149,34,0,68.0988,53.8,12,8
2016,RT,4,Norwest Duet,100,149,37,0,89.1528,55,12,9
2016,RT,4,UI Castle ,100,149,36,0,85.3776,55.3,12,10
2016,RT,4,IDN06-18102A,98,144,32,0,77.2464,56.1,12,11
2016,RT,4,UI-WSU Huffman,97,150,33,0,78.408,50.7,12,12
2017,AB,4,UI Magic,20,158,31,0,78.22064516,57.5,1,1
2017,AB,4,OR2101043,50,160,35,0,126.6206452,58.4,1,2
2017,AB,4,Bobtail,85,158,34,0,174.083871,57.2,1,3
2017,AB,4,LCS Drive,70,154,30,0,152.0696774,56.7,1,4
2017,AB,4,WB1604,85,156,35,0,154.0993548,60.9,1,5
2017,AB,4,Stephens,80,157,37,0,155.036129,59.2,1,6
2017,AB,4,IDN06-03303B,85,158,34,0,143.6387097,57.8,1,7
2017,AB,4,Norwest Duet,75,159,42,0,168.7754839,59.5,1,8
2017,AB,4,IDN09-08357A,85,156,39,0,158.1587097,59.5,1,9
2017,AB,4,SY  Ovation,80,159,38,0,164.56,59.5,1,10
2017,AB,4,OR2121086,70,157,32,0,142.8580645,57,2,1
2017,AB,4,Jasper,85,159,39,0,106.48,52.2,2,2
2017,AB,4,Norwest Tandem,70,154,32,0,141.2967742,58.1,2,3
2017,AB,4,UI Castle ,50,162,38,0,130.523871,58.6,2,4
2017,AB,4,UI Palouse,70,158,33,0,119.4387097,57.2,2,5
2017,AB,4,Bruneau,75,158,38,0,141.9212903,59.5,2,6
2017,AB,4,LCS Artdeco,70,156,34,0,136.6129032,56.7,2,7
2017,AB,4,SY Dayton,85,158,37,0,161.4374194,59.5,2,8
2017,AB,4,WB1783,95,156,40,0,166.5896774,62.6,2,9
2017,AB,4,WB 456,95,153,35,0,145.356129,62,2,10
2017,AB,4,UI Sparrow,85,162,43,0,115.3793548,54.7,3,1
2017,AB,4,Brundage,75,154,32,0,127.0890323,60.1,3,2
2017,AB,4,ORI2150033CF+,70,158,39,0,144.5754839,59.2,3,3
2017,AB,4,WB-528,85,155,37,0,148.3225806,61.2,3,4
2017,AB,4,WB1376CLP ,80,156,36,0,144.4193548,62.3,3,5
2017,AB,4,XA1101,80,157,37,0,127.5574194,60.3,3,6
2017,AB,4,WB1070CL,60,154,32,0,131.6167742,61.2,3,7
2017,AB,4,UI Sparrow,75,161,43,0,152.2258065,58.1,3,8
2017,AB,4,UI-WSU Huffman,80,161,39,0,149.2593548,59.2,3,9
2017,AB,4,IDN-02-29001A,90,154,35,0,144.5754839,60.6,3,10
2017,AB,4,IDN-01-10704A,90,157,41,0,152.2258065,59.5,4,1
2017,AB,4,SY Assure,90,153,35,0,134.1148387,60.1,4,2
2017,AB,4,WA8234,85,157,38,0,153.7870968,61.5,4,3
2017,AB,4,ORI2150031CF+,90,156,37,0,135.8322581,59.2,4,4
2017,AB,4,WA8232,95,157,34,0,142.0774194,60.9,4,5
2017,AB,4,LCS Hulk,95,156,35,0,149.5716129,60.1,4,6
2017,AB,4,IDN07-28017B,95,153,32,0,127.8696774,59.5,4,7
2017,AB,4,LCS Shark,95,153,33,0,115.6916129,57.2,4,8
2017,AB,4,XA1401,95,157,32,0,119.9070968,60.9,4,9
2017,AB,4,WB1529 ,95,154,32,0,150.3522581,62,4,10
2017,AB,1,UI Castle ,90,159,41,0,161.5935484,60.6,5,1
2017,AB,1,UI Magic,90,156,35,0,151.2890323,62,5,2
2017,AB,1,WB1529 ,90,157,36,0,153.0064516,62,5,3
2017,AB,1,WA8234,95,157,39,0,156.5974194,61.2,5,4
2017,AB,1,Norwest Duet,95,158,42,0,157.2219355,60.3,5,5
2017,AB,1,ORI2150031CF+,95,158,39,0,141.7651613,58.6,5,6
2017,AB,1,WB1783,95,156,38,0,156.1290323,62.9,5,7
2017,AB,1,SY Dayton,90,157,36,0,145.6683871,58.6,5,8
2017,AB,1,SY  Ovation,60,159,37,0,140.0477419,57.5,5,9
2017,AB,1,LCS Drive,25,157,28,0,116.9406452,55,5,10
2017,AB,1,OR2101043,85,157,37,0,158.4709677,60.6,6,1
2017,AB,1,XA1401,85,159,35,0,126.3083871,61.7,6,2
2017,AB,1,LCS Shark,85,157,37,0,140.0477419,58.4,6,3
2017,AB,1,Jasper,80,160,39,0,152.5380645,56.7,6,4
2017,AB,1,IDN07-28017B,80,157,35,0,132.0851613,58.4,6,5
2017,AB,1,LCS Artdeco,70,159,34,0,130.9922581,57,6,6
2017,AB,1,Brundage,80,154,36,0,135.52,60.1,6,7
2017,AB,1,IDN09-08357A,70,156,37,0,137.8619355,59.2,6,8
2017,AB,1,LCS Hulk,40,156,38,0,126.3083871,57.2,6,9
2017,AB,1,UI Sparrow,5,158,34,0,.,.,6,10
2017,AB,1,ORI2150033CF+,85,159,37,0,143.9509677,58.4,7,1
2017,AB,1,IDN-01-10704A,95,157,41,0,164.403871,60.1,7,2
2017,AB,1,Stephens,90,154,38,0,166.7458065,60.1,7,3
2017,AB,1,Norwest Tandem,90,154,32,0,153.6309677,59.5,7,4
2017,AB,1,WB-528,95,154,38,0,167.5264516,62,7,5
2017,AB,1,IDN-02-29001A,90,156,37,0,159.876129,61.2,7,6
2017,AB,1,WB1070CL,80,153,34,0,141.9212903,62,7,7
2017,AB,1,Bobtail,70,160,35,0,150.3522581,57,7,8
2017,AB,1,WA8232,50,161,36,0,135.363871,60.1,7,9
2017,AB,1,XA1101,60,158,35,0,128.1819355,61.7,7,10
2017,AB,1,UI Sparrow,85,162,43,0,151.6012903,57.2,8,1
2017,AB,1,UI Palouse,85,159,35,0,141.9212903,59.2,8,2
2017,AB,1,WB1376CLP ,85,156,36,0,141.7651613,62.9,8,3
2017,AB,1,Bruneau,90,160,37,0,166.4335484,60.6,8,4
2017,AB,1,OR2121086,85,152,36,0,155.3483871,59.5,8,5
2017,AB,1,WB1604,95,153,33,0,132.2412903,61.2,8,6
2017,AB,1,WB 456,90,153,35,0,138.6425806,62.3,8,7
2017,AB,1,UI-WSU Huffman,90,161,40,0,165.9651613,60.1,8,8
2017,AB,1,SY Assure,90,153,31,0,140.516129,60.6,8,9
2017,AB,1,IDN06-03303B,95,156,32,0,148.9470968,59.2,8,10
2017,AB,2,LCS Hulk,85,158,40,0,165.1845161,60.3,9,1
2017,AB,2,Bobtail,70,159,35,0,163.6232258,56.7,9,2
2017,AB,2,UI Palouse,65,157,34,0,145.9806452,59.5,9,3
2017,AB,2,UI Magic,75,154,33,0,147.6980645,62.6,9,4
2017,AB,2,OR2101043,80,158,37,0,161.9058065,60.9,9,5
2017,AB,2,WB 456,85,154,34,0,149.883871,62.9,9,6
2017,AB,2,SY Dayton,95,160,36,0,164.8722581,59.5,9,7
2017,AB,2,OR2121086,85,158,38,0,150.9767742,59.8,9,8
2017,AB,2,WB-528,95,156,36,0,167.0580645,61.7,9,9
2017,AB,2,UI Castle ,85,161,40,0,169.556129,60.9,9,10
2017,AB,2,IDN07-28017B,85,151,34,0,135.2077419,60.6,10,1
2017,AB,2,WB1376CLP ,95,156,35,0,133.0219355,62.9,10,2
2017,AB,2,IDN06-03303B,95,154,33,0,158.7832258,59.8,10,3
2017,AB,2,IDN-02-29001A,95,154,35,0,149.1032258,61.2,10,4
2017,AB,2,LCS Shark,95,156,34,0,125.5277419,58.1,10,5
2017,AB,2,Stephens,90,157,37,0,150.3522581,59.8,10,6
2017,AB,2,ORI2150031CF+,85,160,38,0,138.1741935,59.5,10,7
2017,AB,2,UI-WSU Huffman,90,162,40,0,155.8167742,58.9,10,8
2017,AB,2,XA1401,90,160,36,0,133.6464516,61.5,10,9
2017,AB,2,UI Sparrow,85,162,42,0,160.0322581,58.1,10,10
2017,AB,2,Norwest Duet,85,160,40,0,154.5677419,58.9,11,1
2017,AB,2,Jasper,85,161,39,0,133.4903226,55.8,11,2
2017,AB,2,ORI2150033CF+,80,161,40,0,138.3303226,58.4,11,3
2017,AB,2,Norwest Tandem,80,154,31,0,159.563871,58.9,11,4
2017,AB,2,LCS Artdeco,85,156,34,0,160.0322581,58.4,11,5
2017,AB,2,SY  Ovation,90,160,37,0,171.8980645,60.1,11,6
2017,AB,2,IDN09-08357A,95,157,40,0,164.56,60.1,11,7
2017,AB,2,WB1604,95,154,37,0,154.2554839,60.9,11,8
2017,AB,2,WB1529 ,95,157,34,0,161.7496774,62.3,11,9
2017,AB,2,Bruneau,80,162,38,0,172.9909677,59.2,11,10
2017,AB,2,SY Assure,85,153,32,0,132.5535484,59.5,12,1
2017,AB,2,WB1070CL,80,155,34,0,147.2296774,62,12,2
2017,AB,2,WB1783,85,153,40,0,161.5935484,62.9,12,3
2017,AB,2,Brundage,80,154,34,0,119.2825806,59.5,12,4
2017,AB,2,XA1101,90,156,35,0,127.2451613,60.6,12,5
2017,AB,2,LCS Drive,95,153,31,0,138.4864516,59.2,12,6
2017,AB,2,IDN-01-10704A,95,158,42,0,172.5225806,60.9,12,7
2017,AB,2,WA8234,90,158,36,0,157.5341935,60.3,12,8
2017,AB,2,UI Sparrow,85,162,42,0,153.1625806,56.4,12,9
2017,AB,2,WA8232,85,162,39,0,162.6864516,59.2,12,10
2017,AB,3,Bobtail,85,158,33,0,151.4451613,56.1,13,1
2017,AB,3,WB1604,85,153,36,0,144.8877419,60.3,13,2
2017,AB,3,UI Sparrow,80,162,42,0,141.6090323,56.7,13,3
2017,AB,3,WB1529 ,85,157,33,0,147.2296774,61.2,13,4
2017,AB,3,WB-528,85,154,30,0,132.5535484,61.5,13,5
2017,AB,3,UI Castle ,85,158,36,0,152.0696774,62.3,13,6
2017,AB,3,LCS Hulk,85,154,35,0,145.043871,59.2,13,7
2017,AB,3,Jasper,80,159,39,0,115.0670968,54.7,13,8
2017,AB,3,LCS Drive,85,153,29,0,143.7948387,56.7,13,9
2017,AB,3,Brundage,75,154,34,0,124.9032258,57.2,13,10
